latitude,longitude,state,grid_cell_id,population_total,population_at_risk,area_km2,density_per_km2,elevation_proxy_m,landslide_exposure_class,is_synthetic,data_source
27.15,91.65,Assam,POP_00996,40372,12111,109.68,368.1,1432.5,MEDIUM,True,SYNTHETIC_DEMO
27.25,91.65,Assam,POP_00997,63030,18909,109.58,575.2,1183.0,MEDIUM,True,SYNTHETIC_DEMO
27.35,91.65,Assam,POP_00998,45924,27554,109.49,419.4,1734.6,HIGH,True,SYNTHETIC_DEMO
27.45,91.65,Assam,POP_00999,38764,23258,109.39,354.4,1528.7,HIGH,True,SYNTHETIC_DEMO
27.55,91.65,Assam,POP_01000,51779,31067,109.29,473.8,1887.6,HIGH,True,SYNTHETIC_DEMO
27.65,91.65,Assam,POP_01001,64856,19456,109.19,594.0,1322.9,MEDIUM,True,SYNTHETIC_DEMO
27.75,91.65,Assam,POP_01002,39929,23957,109.09,366.0,1510.4,HIGH,True,SYNTHETIC_DEMO
27.85,91.65,Assam,POP_01003,108165,64899,108.99,992.4,1502.4,HIGH,True,SYNTHETIC_DEMO
27.95,91.65,Assam,POP_01004,49512,14853,108.89,454.7,1458.9,MEDIUM,True,SYNTHETIC_DEMO
28.05,91.65,Assam,POP_01005,59341,35604,108.79,545.5,1796.9,HIGH,True,SYNTHETIC_DEMO
28.15,91.65,Arunachal Pradesh,POP_01006,2111,633,108.69,19.4,1154.1,MEDIUM,True,SYNTHETIC_DEMO
28.25,91.65,Arunachal Pradesh,POP_01007,2734,820,108.59,25.2,1208.9,MEDIUM,True,SYNTHETIC_DEMO
28.35,91.65,Arunachal Pradesh,POP_01008,1368,820,108.48,12.6,1605.8,HIGH,True,SYNTHETIC_DEMO
28.45,91.65,Arunachal Pradesh,POP_01009,1205,361,108.38,11.1,1279.6,MEDIUM,True,SYNTHETIC_DEMO
28.55,91.65,Arunachal Pradesh,POP_01010,1705,1023,108.28,15.7,1820.6,HIGH,True,SYNTHETIC_DEMO
28.65,91.65,Arunachal Pradesh,POP_01011,4517,2710,108.18,41.8,1875.8,HIGH,True,SYNTHETIC_DEMO
28.75,91.65,Arunachal Pradesh,POP_01012,8199,2459,108.07,75.9,1162.8,MEDIUM,True,SYNTHETIC_DEMO
28.85,91.65,Arunachal Pradesh,POP_01013,2164,1298,107.97,20.0,2224.4,HIGH,True,SYNTHETIC_DEMO
28.95,91.65,Arunachal Pradesh,POP_01014,2442,1465,107.87,22.6,1966.7,HIGH,True,SYNTHETIC_DEMO
29.05,91.65,Arunachal Pradesh,POP_01015,1271,762,107.76,11.8,1666.4,HIGH,True,SYNTHETIC_DEMO
29.15,91.65,Arunachal Pradesh,POP_01016,2760,1656,107.66,25.6,1887.5,HIGH,True,SYNTHETIC_DEMO
29.25,91.65,Arunachal Pradesh,POP_01017,3233,1939,107.55,30.1,1979.6,HIGH,True,SYNTHETIC_DEMO
29.35,91.65,Arunachal Pradesh,POP_01018,1623,973,107.45,15.1,1796.7,HIGH,True,SYNTHETIC_DEMO
29.45,91.65,Arunachal Pradesh,POP_01019,1777,1066,107.34,16.6,1958.4,HIGH,True,SYNTHETIC_DEMO
22.95,91.75,Tripura,POP_01020,9033,903,113.5,79.6,562.3,LOW,True,SYNTHETIC_DEMO
23.05,91.75,Tripura,POP_01021,88779,8877,113.42,782.8,495.2,LOW,True,SYNTHETIC_DEMO
23.15,91.75,Tripura,POP_01022,33246,3324,113.33,293.4,138.8,LOW,True,SYNTHETIC_DEMO
23.25,91.75,Tripura,POP_01023,45664,4566,113.25,403.2,673.4,LOW,True,SYNTHETIC_DEMO
23.35,91.75,Tripura,POP_01024,25484,2548,113.16,225.2,550.4,LOW,True,SYNTHETIC_DEMO
23.45,91.75,Tripura,POP_01025,9109,910,113.08,80.6,356.8,LOW,True,SYNTHETIC_DEMO
23.55,91.75,Tripura,POP_01026,22855,2285,112.99,202.3,699.0,LOW,True,SYNTHETIC_DEMO
23.65,91.75,Tripura,POP_01027,103774,10377,112.91,919.1,764.3,LOW,True,SYNTHETIC_DEMO
23.75,91.75,Tripura,POP_01028,29869,2986,112.82,264.8,248.2,LOW,True,SYNTHETIC_DEMO
23.85,91.75,Tripura,POP_01029,99501,9950,112.73,882.6,390.5,LOW,True,SYNTHETIC_DEMO
23.95,91.75,Tripura,POP_01030,69886,6988,112.65,620.4,247.4,LOW,True,SYNTHETIC_DEMO
24.05,91.75,Tripura,POP_01031,39797,3979,112.56,353.6,443.7,LOW,True,SYNTHETIC_DEMO
24.15,91.75,Assam,POP_01032,54072,5407,112.47,480.8,0,LOW,True,SYNTHETIC_DEMO
24.25,91.75,Assam,POP_01033,52232,5223,112.38,464.8,200.1,LOW,True,SYNTHETIC_DEMO
24.35,91.75,Assam,POP_01034,81074,8107,112.29,722.0,661.1,LOW,True,SYNTHETIC_DEMO
24.45,91.75,Assam,POP_01035,70139,21041,112.21,625.1,1108.7,MEDIUM,True,SYNTHETIC_DEMO
24.55,91.75,Assam,POP_01036,40418,4041,112.12,360.5,342.6,LOW,True,SYNTHETIC_DEMO
24.65,91.75,Assam,POP_01037,193659,58097,112.03,1728.7,864.0,MEDIUM,True,SYNTHETIC_DEMO
24.75,91.75,Assam,POP_01038,132507,39752,111.94,1183.8,856.8,MEDIUM,True,SYNTHETIC_DEMO
24.85,91.75,Assam,POP_01039,40687,12206,111.85,363.8,1011.2,MEDIUM,True,SYNTHETIC_DEMO
24.95,91.75,Assam,POP_01040,42936,4293,111.76,384.2,792.5,LOW,True,SYNTHETIC_DEMO
25.05,91.75,Assam,POP_01041,17163,5148,111.67,153.7,1090.3,MEDIUM,True,SYNTHETIC_DEMO
25.15,91.75,Assam,POP_01042,106637,10663,111.58,955.7,450.6,LOW,True,SYNTHETIC_DEMO
25.25,91.75,Assam,POP_01043,19640,5892,111.48,176.2,862.6,MEDIUM,True,SYNTHETIC_DEMO
25.35,91.75,Assam,POP_01044,52664,15799,111.39,472.8,944.2,MEDIUM,True,SYNTHETIC_DEMO
25.45,91.75,Assam,POP_01045,47684,4768,111.3,428.4,648.0,LOW,True,SYNTHETIC_DEMO
25.55,91.75,Assam,POP_01046,61706,6170,111.21,554.9,549.7,LOW,True,SYNTHETIC_DEMO
25.65,91.75,Assam,POP_01047,45875,4587,111.11,412.9,432.0,LOW,True,SYNTHETIC_DEMO
25.75,91.75,Assam,POP_01048,140341,14034,111.02,1264.1,561.5,LOW,True,SYNTHETIC_DEMO
25.85,91.75,Assam,POP_01049,42638,12791,110.93,384.4,1431.6,MEDIUM,True,SYNTHETIC_DEMO
25.95,91.75,Assam,POP_01050,58781,17634,110.83,530.3,1091.0,MEDIUM,True,SYNTHETIC_DEMO
26.05,91.75,Assam,POP_01051,27084,8125,110.74,244.6,1138.3,MEDIUM,True,SYNTHETIC_DEMO
26.15,91.75,Assam,POP_01052,22559,6767,110.65,203.9,1184.8,MEDIUM,True,SYNTHETIC_DEMO
26.25,91.75,Assam,POP_01053,202509,60752,110.55,1831.8,1196.9,MEDIUM,True,SYNTHETIC_DEMO
26.35,91.75,Assam,POP_01054,41873,12561,110.46,379.1,1118.5,MEDIUM,True,SYNTHETIC_DEMO
26.45,91.75,Assam,POP_01055,10098,3029,110.36,91.5,1272.5,MEDIUM,True,SYNTHETIC_DEMO
26.55,91.75,Assam,POP_01056,12505,7503,110.26,113.4,1504.2,HIGH,True,SYNTHETIC_DEMO
26.65,91.75,Assam,POP_01057,19279,5783,110.17,175.0,1245.3,MEDIUM,True,SYNTHETIC_DEMO
26.75,91.75,Assam,POP_01058,59877,35926,110.07,544.0,1650.1,HIGH,True,SYNTHETIC_DEMO
26.85,91.75,Assam,POP_01059,59665,17899,109.98,542.5,1255.8,MEDIUM,True,SYNTHETIC_DEMO
26.95,91.75,Assam,POP_01060,15578,9346,109.88,141.8,1827.3,HIGH,True,SYNTHETIC_DEMO
27.05,91.75,Assam,POP_01061,85713,25713,109.78,780.8,1222.6,MEDIUM,True,SYNTHETIC_DEMO
27.15,91.75,Assam,POP_01062,74728,22418,109.68,681.3,1148.6,MEDIUM,True,SYNTHETIC_DEMO
27.25,91.75,Assam,POP_01063,69649,20894,109.58,635.6,1101.7,MEDIUM,True,SYNTHETIC_DEMO
27.35,91.75,Assam,POP_01064,37282,11184,109.49,340.5,1362.4,MEDIUM,True,SYNTHETIC_DEMO
27.45,91.75,Assam,POP_01065,22200,13320,109.39,202.9,1643.7,HIGH,True,SYNTHETIC_DEMO
27.55,91.75,Assam,POP_01066,117729,35318,109.29,1077.2,1225.5,MEDIUM,True,SYNTHETIC_DEMO
27.65,91.75,Assam,POP_01067,15100,4530,109.19,138.3,1482.5,MEDIUM,True,SYNTHETIC_DEMO
27.75,91.75,Assam,POP_01068,51149,15344,109.09,468.9,1500.0,MEDIUM,True,SYNTHETIC_DEMO
27.85,91.75,Assam,POP_01069,15738,4721,108.99,144.4,1103.1,MEDIUM,True,SYNTHETIC_DEMO
27.95,91.75,Assam,POP_01070,12055,7233,108.89,110.7,1774.4,HIGH,True,SYNTHETIC_DEMO
28.05,91.75,Assam,POP_01071,126920,38076,108.79,1166.7,934.8,MEDIUM,True,SYNTHETIC_DEMO
28.15,91.75,Arunachal Pradesh,POP_01072,1938,1162,108.69,17.8,1879.9,HIGH,True,SYNTHETIC_DEMO
28.25,91.75,Arunachal Pradesh,POP_01073,282,169,108.59,2.6,1649.3,HIGH,True,SYNTHETIC_DEMO
28.35,91.75,Arunachal Pradesh,POP_01074,3505,1051,108.48,32.3,1156.8,MEDIUM,True,SYNTHETIC_DEMO
28.45,91.75,Arunachal Pradesh,POP_01075,6017,1805,108.38,55.5,1338.1,MEDIUM,True,SYNTHETIC_DEMO
28.55,91.75,Arunachal Pradesh,POP_01076,1767,1060,108.28,16.3,1779.9,HIGH,True,SYNTHETIC_DEMO
28.65,91.75,Arunachal Pradesh,POP_01077,4408,1322,108.18,40.7,1460.4,MEDIUM,True,SYNTHETIC_DEMO
28.75,91.75,Arunachal Pradesh,POP_01078,423,253,108.07,3.9,1771.6,HIGH,True,SYNTHETIC_DEMO
28.85,91.75,Arunachal Pradesh,POP_01079,3620,1086,107.97,33.5,1318.0,MEDIUM,True,SYNTHETIC_DEMO
28.95,91.75,Arunachal Pradesh,POP_01080,1233,739,107.87,11.4,1970.4,HIGH,True,SYNTHETIC_DEMO
29.05,91.75,Arunachal Pradesh,POP_01081,1552,931,107.76,14.4,2110.0,HIGH,True,SYNTHETIC_DEMO
29.15,91.75,Arunachal Pradesh,POP_01082,697,418,107.66,6.5,1784.7,HIGH,True,SYNTHETIC_DEMO
29.25,91.75,Arunachal Pradesh,POP_01083,3880,1164,107.55,36.1,1490.4,MEDIUM,True,SYNTHETIC_DEMO
29.35,91.75,Arunachal Pradesh,POP_01084,1224,734,107.45,11.4,1818.9,HIGH,True,SYNTHETIC_DEMO
29.45,91.75,Arunachal Pradesh,POP_01085,883,529,107.34,8.2,2106.7,HIGH,True,SYNTHETIC_DEMO
22.95,91.85,Tripura,POP_01086,94519,9451,113.5,832.8,0,LOW,True,SYNTHETIC_DEMO
23.05,91.85,Tripura,POP_01087,21984,2198,113.42,193.8,403.1,LOW,True,SYNTHETIC_DEMO
23.15,91.85,Tripura,POP_01088,32272,3227,113.33,284.8,0,LOW,True,SYNTHETIC_DEMO
23.25,91.85,Tripura,POP_01089,55584,5558,113.25,490.8,155.1,LOW,True,SYNTHETIC_DEMO
23.35,91.85,Tripura,POP_01090,111512,11151,113.16,985.4,520.5,LOW,True,SYNTHETIC_DEMO
23.45,91.85,Tripura,POP_01091,54859,5485,113.08,485.1,433.2,LOW,True,SYNTHETIC_DEMO
23.55,91.85,Tripura,POP_01092,81366,24409,112.99,720.1,898.8,MEDIUM,True,SYNTHETIC_DEMO
23.65,91.85,Tripura,POP_01093,55696,5569,112.91,493.3,214.1,LOW,True,SYNTHETIC_DEMO
23.75,91.85,Tripura,POP_01094,11975,1197,112.82,106.1,506.8,LOW,True,SYNTHETIC_DEMO
23.85,91.85,Tripura,POP_01095,40586,4058,112.73,360.0,217.7,LOW,True,SYNTHETIC_DEMO
23.95,91.85,Tripura,POP_01096,71363,7136,112.65,633.5,159.9,LOW,True,SYNTHETIC_DEMO
24.05,91.85,Tripura,POP_01097,43215,4321,112.56,383.9,743.9,LOW,True,SYNTHETIC_DEMO
24.15,91.85,Assam,POP_01098,7877,787,112.47,70.0,763.9,LOW,True,SYNTHETIC_DEMO
24.25,91.85,Assam,POP_01099,107708,10770,112.38,958.4,408.7,LOW,True,SYNTHETIC_DEMO
24.35,91.85,Assam,POP_01100,53573,16071,112.29,477.1,929.8,MEDIUM,True,SYNTHETIC_DEMO
24.45,91.85,Assam,POP_01101,25687,2568,112.21,228.9,432.3,LOW,True,SYNTHETIC_DEMO
24.55,91.85,Assam,POP_01102,62448,18734,112.12,557.0,1002.4,MEDIUM,True,SYNTHETIC_DEMO
24.65,91.85,Assam,POP_01103,205437,20543,112.03,1833.8,568.3,LOW,True,SYNTHETIC_DEMO
24.75,91.85,Assam,POP_01104,143507,14350,111.94,1282.0,288.2,LOW,True,SYNTHETIC_DEMO
24.85,91.85,Assam,POP_01105,25897,2589,111.85,231.5,797.4,LOW,True,SYNTHETIC_DEMO
24.95,91.85,Assam,POP_01106,162036,48610,111.76,1449.9,1290.8,MEDIUM,True,SYNTHETIC_DEMO
25.05,91.85,Assam,POP_01107,30364,3036,111.67,271.9,784.6,LOW,True,SYNTHETIC_DEMO
25.15,91.85,Assam,POP_01108,168295,50488,111.58,1508.4,1391.7,MEDIUM,True,SYNTHETIC_DEMO
25.25,91.85,Assam,POP_01109,42216,12664,111.48,378.7,1119.3,MEDIUM,True,SYNTHETIC_DEMO
25.35,91.85,Assam,POP_01110,92957,27887,111.39,834.5,1254.9,MEDIUM,True,SYNTHETIC_DEMO
25.45,91.85,Assam,POP_01111,136164,13616,111.3,1223.4,701.6,LOW,True,SYNTHETIC_DEMO
25.55,91.85,Assam,POP_01112,9319,2795,111.21,83.8,1017.3,MEDIUM,True,SYNTHETIC_DEMO
25.65,91.85,Assam,POP_01113,25676,2567,111.11,231.1,753.6,LOW,True,SYNTHETIC_DEMO
25.75,91.85,Assam,POP_01114,53585,16075,111.02,482.7,1453.6,MEDIUM,True,SYNTHETIC_DEMO
25.85,91.85,Assam,POP_01115,90420,27126,110.93,815.1,1369.1,MEDIUM,True,SYNTHETIC_DEMO
25.95,91.85,Assam,POP_01116,85572,25671,110.83,772.1,889.8,MEDIUM,True,SYNTHETIC_DEMO
26.05,91.85,Assam,POP_01117,41339,12401,110.74,373.3,977.3,MEDIUM,True,SYNTHETIC_DEMO
26.15,91.85,Assam,POP_01118,21475,12885,110.65,194.1,1507.3,HIGH,True,SYNTHETIC_DEMO
26.25,91.85,Assam,POP_01119,19600,1960,110.55,177.3,685.5,LOW,True,SYNTHETIC_DEMO
26.35,91.85,Assam,POP_01120,97181,29154,110.46,879.8,1143.6,MEDIUM,True,SYNTHETIC_DEMO
26.45,91.85,Assam,POP_01121,41167,12350,110.36,373.0,1487.3,MEDIUM,True,SYNTHETIC_DEMO
26.55,91.85,Assam,POP_01122,44131,13239,110.26,400.2,1052.6,MEDIUM,True,SYNTHETIC_DEMO
26.65,91.85,Assam,POP_01123,36759,11027,110.17,333.7,978.7,MEDIUM,True,SYNTHETIC_DEMO
26.75,91.85,Assam,POP_01124,51658,15497,110.07,469.3,998.4,MEDIUM,True,SYNTHETIC_DEMO
26.85,91.85,Assam,POP_01125,47766,14329,109.98,434.3,1048.6,MEDIUM,True,SYNTHETIC_DEMO
26.95,91.85,Assam,POP_01126,39505,11851,109.88,359.5,990.3,MEDIUM,True,SYNTHETIC_DEMO
27.05,91.85,Assam,POP_01127,11585,6951,109.78,105.5,1513.1,HIGH,True,SYNTHETIC_DEMO
27.15,91.85,Assam,POP_01128,13108,3932,109.68,119.5,1240.0,MEDIUM,True,SYNTHETIC_DEMO
27.25,91.85,Assam,POP_01129,13220,3966,109.58,120.6,1485.7,MEDIUM,True,SYNTHETIC_DEMO
27.35,91.85,Assam,POP_01130,28807,8642,109.49,263.1,1297.5,MEDIUM,True,SYNTHETIC_DEMO
27.45,91.85,Assam,POP_01131,37462,22477,109.39,342.5,1568.3,HIGH,True,SYNTHETIC_DEMO
27.55,91.85,Assam,POP_01132,17916,10749,109.29,163.9,1958.5,HIGH,True,SYNTHETIC_DEMO
27.65,91.85,Assam,POP_01133,47243,14172,109.19,432.7,1383.7,MEDIUM,True,SYNTHETIC_DEMO
27.75,91.85,Assam,POP_01134,75968,22790,109.09,696.4,1065.6,MEDIUM,True,SYNTHETIC_DEMO
27.85,91.85,Assam,POP_01135,27642,8292,108.99,253.6,1302.1,MEDIUM,True,SYNTHETIC_DEMO
27.95,91.85,Assam,POP_01136,39727,11918,108.89,364.8,1217.5,MEDIUM,True,SYNTHETIC_DEMO
28.05,91.85,Assam,POP_01137,28052,16831,108.79,257.9,1583.9,HIGH,True,SYNTHETIC_DEMO
28.15,91.85,Arunachal Pradesh,POP_01138,4105,2463,108.69,37.8,1676.3,HIGH,True,SYNTHETIC_DEMO
28.25,91.85,Arunachal Pradesh,POP_01139,696,417,108.59,6.4,1569.0,HIGH,True,SYNTHETIC_DEMO
28.35,91.85,Arunachal Pradesh,POP_01140,2363,1417,108.48,21.8,1628.2,HIGH,True,SYNTHETIC_DEMO
28.45,91.85,Arunachal Pradesh,POP_01141,2929,878,108.38,27.0,1324.1,MEDIUM,True,SYNTHETIC_DEMO
28.55,91.85,Arunachal Pradesh,POP_01142,1464,878,108.28,13.5,1511.4,HIGH,True,SYNTHETIC_DEMO
28.65,91.85,Arunachal Pradesh,POP_01143,1003,601,108.18,9.3,1526.4,HIGH,True,SYNTHETIC_DEMO
28.75,91.85,Arunachal Pradesh,POP_01144,3521,2112,108.07,32.6,1835.7,HIGH,True,SYNTHETIC_DEMO
28.85,91.85,Arunachal Pradesh,POP_01145,1063,637,107.97,9.8,1777.3,HIGH,True,SYNTHETIC_DEMO
28.95,91.85,Arunachal Pradesh,POP_01146,1240,744,107.87,11.5,1578.3,HIGH,True,SYNTHETIC_DEMO
29.05,91.85,Arunachal Pradesh,POP_01147,1055,633,107.76,9.8,1561.8,HIGH,True,SYNTHETIC_DEMO
29.15,91.85,Arunachal Pradesh,POP_01148,1161,696,107.66,10.8,2077.9,HIGH,True,SYNTHETIC_DEMO
29.25,91.85,Arunachal Pradesh,POP_01149,4610,2766,107.55,42.9,1733.3,HIGH,True,SYNTHETIC_DEMO
29.35,91.85,Arunachal Pradesh,POP_01150,5774,3464,107.45,53.7,2122.6,HIGH,True,SYNTHETIC_DEMO
29.45,91.85,Arunachal Pradesh,POP_01151,2713,1627,107.34,25.3,1899.8,HIGH,True,SYNTHETIC_DEMO
22.95,91.95,Tripura,POP_01152,27005,2700,113.5,237.9,0,LOW,True,SYNTHETIC_DEMO
23.05,91.95,Tripura,POP_01153,28039,2803,113.42,247.2,0,LOW,True,SYNTHETIC_DEMO
23.15,91.95,Tripura,POP_01154,17948,1794,113.33,158.4,663.8,LOW,True,SYNTHETIC_DEMO
23.25,91.95,Tripura,POP_01155,82489,8248,113.25,728.4,720.8,LOW,True,SYNTHETIC_DEMO
23.35,91.95,Tripura,POP_01156,10707,1070,113.16,94.6,93.5,LOW,True,SYNTHETIC_DEMO
23.45,91.95,Tripura,POP_01157,3296,329,113.08,29.1,289.6,LOW,True,SYNTHETIC_DEMO
23.55,91.95,Tripura,POP_01158,54984,5498,112.99,486.6,28.5,LOW,True,SYNTHETIC_DEMO
23.65,91.95,Tripura,POP_01159,60602,6060,112.91,536.8,156.2,LOW,True,SYNTHETIC_DEMO
23.75,91.95,Tripura,POP_01160,43175,4317,112.82,382.7,323.6,LOW,True,SYNTHETIC_DEMO
23.85,91.95,Tripura,POP_01161,52141,5214,112.73,462.5,707.8,LOW,True,SYNTHETIC_DEMO
23.95,91.95,Tripura,POP_01162,34764,3476,112.65,308.6,459.3,LOW,True,SYNTHETIC_DEMO
24.05,91.95,Tripura,POP_01163,81569,8156,112.56,724.7,754.7,LOW,True,SYNTHETIC_DEMO
24.15,91.95,Assam,POP_01164,42895,12868,112.47,381.4,1166.7,MEDIUM,True,SYNTHETIC_DEMO
24.25,91.95,Assam,POP_01165,43329,4332,112.38,385.5,208.1,LOW,True,SYNTHETIC_DEMO
24.35,91.95,Assam,POP_01166,39048,3904,112.29,347.7,579.3,LOW,True,SYNTHETIC_DEMO
24.45,91.95,Assam,POP_01167,33256,3325,112.21,296.4,635.9,LOW,True,SYNTHETIC_DEMO
24.55,91.95,Assam,POP_01168,51189,15356,112.12,456.6,879.2,MEDIUM,True,SYNTHETIC_DEMO
24.65,91.95,Assam,POP_01169,34951,10485,112.03,312.0,1069.4,MEDIUM,True,SYNTHETIC_DEMO
24.75,91.95,Assam,POP_01170,25371,2537,111.94,226.7,708.4,LOW,True,SYNTHETIC_DEMO
24.85,91.95,Assam,POP_01171,63439,19031,111.85,567.2,1209.1,MEDIUM,True,SYNTHETIC_DEMO
24.95,91.95,Assam,POP_01172,254376,25437,111.76,2276.2,222.9,LOW,True,SYNTHETIC_DEMO
25.05,91.95,Assam,POP_01173,24062,7218,111.67,215.5,1055.9,MEDIUM,True,SYNTHETIC_DEMO
25.15,91.95,Assam,POP_01174,72592,7259,111.58,650.6,716.9,LOW,True,SYNTHETIC_DEMO
25.25,91.95,Assam,POP_01175,11744,3523,111.48,105.3,1214.9,MEDIUM,True,SYNTHETIC_DEMO
25.35,91.95,Assam,POP_01176,27429,2742,111.39,246.2,767.8,LOW,True,SYNTHETIC_DEMO
25.45,91.95,Assam,POP_01177,66499,19949,111.3,597.5,1322.0,MEDIUM,True,SYNTHETIC_DEMO
25.55,91.95,Assam,POP_01178,17174,1717,111.21,154.4,733.5,LOW,True,SYNTHETIC_DEMO
25.65,91.95,Assam,POP_01179,34823,10446,111.11,313.4,1117.2,MEDIUM,True,SYNTHETIC_DEMO
25.75,91.95,Assam,POP_01180,9967,2990,111.02,89.8,1022.2,MEDIUM,True,SYNTHETIC_DEMO
25.85,91.95,Assam,POP_01181,66352,19905,110.93,598.2,919.5,MEDIUM,True,SYNTHETIC_DEMO
25.95,91.95,Assam,POP_01182,41930,12579,110.83,378.3,1275.9,MEDIUM,True,SYNTHETIC_DEMO
26.05,91.95,Assam,POP_01183,73623,7362,110.74,664.8,535.9,LOW,True,SYNTHETIC_DEMO
26.15,91.95,Assam,POP_01184,71882,21564,110.65,649.7,1068.2,MEDIUM,True,SYNTHETIC_DEMO
26.25,91.95,Assam,POP_01185,34794,3479,110.55,314.7,728.3,LOW,True,SYNTHETIC_DEMO
26.35,91.95,Assam,POP_01186,222632,22263,110.46,2015.6,627.8,LOW,True,SYNTHETIC_DEMO
26.45,91.95,Assam,POP_01187,30009,9002,110.36,271.9,1177.1,MEDIUM,True,SYNTHETIC_DEMO
26.55,91.95,Assam,POP_01188,52807,15842,110.26,478.9,1461.2,MEDIUM,True,SYNTHETIC_DEMO
26.65,91.95,Assam,POP_01189,17186,5155,110.17,156.0,1010.6,MEDIUM,True,SYNTHETIC_DEMO
26.75,91.95,Assam,POP_01190,82920,24876,110.07,753.3,1497.2,MEDIUM,True,SYNTHETIC_DEMO
26.85,91.95,Assam,POP_01191,32776,9832,109.98,298.0,1476.7,MEDIUM,True,SYNTHETIC_DEMO
26.95,91.95,Assam,POP_01192,30846,9253,109.88,280.7,1234.8,MEDIUM,True,SYNTHETIC_DEMO
27.05,91.95,Assam,POP_01193,40170,12051,109.78,365.9,1211.0,MEDIUM,True,SYNTHETIC_DEMO
27.15,91.95,Assam,POP_01194,35961,10788,109.68,327.9,1347.0,MEDIUM,True,SYNTHETIC_DEMO
27.25,91.95,Assam,POP_01195,459483,137844,109.58,4192.9,1409.9,MEDIUM,True,SYNTHETIC_DEMO
27.35,91.95,Assam,POP_01196,163939,49181,109.49,1497.3,1478.6,MEDIUM,True,SYNTHETIC_DEMO
27.45,91.95,Assam,POP_01197,266434,159860,109.39,2435.7,1505.2,HIGH,True,SYNTHETIC_DEMO
27.55,91.95,Assam,POP_01198,39192,11757,109.29,358.6,1269.8,MEDIUM,True,SYNTHETIC_DEMO
27.65,91.95,Assam,POP_01199,41926,12577,109.19,384.0,1137.8,MEDIUM,True,SYNTHETIC_DEMO
27.75,91.95,Assam,POP_01200,17131,5139,109.09,157.0,1496.2,MEDIUM,True,SYNTHETIC_DEMO
27.85,91.95,Assam,POP_01201,19859,11915,108.99,182.2,1629.2,HIGH,True,SYNTHETIC_DEMO
27.95,91.95,Assam,POP_01202,6963,4177,108.89,63.9,1802.7,HIGH,True,SYNTHETIC_DEMO
28.05,91.95,Assam,POP_01203,29589,8876,108.79,272.0,1304.7,MEDIUM,True,SYNTHETIC_DEMO
28.15,91.95,Arunachal Pradesh,POP_01204,2506,1503,108.69,23.1,1548.0,HIGH,True,SYNTHETIC_DEMO
28.25,91.95,Arunachal Pradesh,POP_01205,510,306,108.59,4.7,1603.6,HIGH,True,SYNTHETIC_DEMO
28.35,91.95,Arunachal Pradesh,POP_01206,2954,886,108.48,27.2,1297.0,MEDIUM,True,SYNTHETIC_DEMO
28.45,91.95,Arunachal Pradesh,POP_01207,1828,1096,108.38,16.9,1837.4,HIGH,True,SYNTHETIC_DEMO
28.55,91.95,Arunachal Pradesh,POP_01208,2314,1388,108.28,21.4,1533.1,HIGH,True,SYNTHETIC_DEMO
28.65,91.95,Arunachal Pradesh,POP_01209,1902,1141,108.18,17.6,1537.6,HIGH,True,SYNTHETIC_DEMO
28.75,91.95,Arunachal Pradesh,POP_01210,3117,1870,108.07,28.8,1816.2,HIGH,True,SYNTHETIC_DEMO
28.85,91.95,Arunachal Pradesh,POP_01211,1795,1077,107.97,16.6,1556.1,HIGH,True,SYNTHETIC_DEMO
28.95,91.95,Arunachal Pradesh,POP_01212,3325,1995,107.87,30.8,1524.6,HIGH,True,SYNTHETIC_DEMO
29.05,91.95,Arunachal Pradesh,POP_01213,2655,796,107.76,24.6,1443.2,MEDIUM,True,SYNTHETIC_DEMO
29.15,91.95,Arunachal Pradesh,POP_01214,1149,689,107.66,10.7,2399.7,HIGH,True,SYNTHETIC_DEMO
29.25,91.95,Arunachal Pradesh,POP_01215,833,499,107.55,7.7,2098.2,HIGH,True,SYNTHETIC_DEMO
29.35,91.95,Arunachal Pradesh,POP_01216,6631,3978,107.45,61.7,1576.3,HIGH,True,SYNTHETIC_DEMO
29.45,91.95,Arunachal Pradesh,POP_01217,9239,5543,107.34,86.1,1995.1,HIGH,True,SYNTHETIC_DEMO
22.95,92.05,Tripura,POP_01218,17029,5108,113.5,150.0,942.2,MEDIUM,True,SYNTHETIC_DEMO
23.05,92.05,Tripura,POP_01219,41881,4188,113.42,369.3,0,LOW,True,SYNTHETIC_DEMO
23.15,92.05,Tripura,POP_01220,41610,4161,113.33,367.2,142.1,LOW,True,SYNTHETIC_DEMO
23.25,92.05,Tripura,POP_01221,71132,7113,113.25,628.1,166.5,LOW,True,SYNTHETIC_DEMO
23.35,92.05,Tripura,POP_01222,8853,885,113.16,78.2,116.4,LOW,True,SYNTHETIC_DEMO
23.45,92.05,Tripura,POP_01223,274140,27414,113.08,2424.4,608.8,LOW,True,SYNTHETIC_DEMO
23.55,92.05,Tripura,POP_01224,22636,2263,112.99,200.3,153.2,LOW,True,SYNTHETIC_DEMO
23.65,92.05,Tripura,POP_01225,35021,3502,112.91,310.2,557.9,LOW,True,SYNTHETIC_DEMO
23.75,92.05,Tripura,POP_01226,26921,2692,112.82,238.6,453.3,LOW,True,SYNTHETIC_DEMO
23.85,92.05,Tripura,POP_01227,87078,8707,112.73,772.4,132.9,LOW,True,SYNTHETIC_DEMO
